monthly_income,monthly_expenses,current_savings,monthly_sip,financial_goal,time_horizon_years,risk_profile,income_stability,savings_ratio,expense_ratio,disposable_income,sip_ratio,financial_buffer,goal_pressure,surplus_after_sip,goal_feasibility_ratio,recommended_investment_type,investment_capacity_ratio,savings_to_goal_ratio,liquidity_stress
239951,81295,753974,12111,3545376,11,0,0,3.1421998658059356,0.3387983379940071,158656,0.05047280486432647,9.274543329848084,26858.909090909092,146545,0.45091183558528064,Growth,0.07633496369503832,0.2126640446598612,0.3892711428583336
137561,57254,1866926,21445,2126793,3,2,1,13.57162277098887,0.4162080822326095,80307,0.15589447590523478,32.60778286233276,59077.583333333336,58862,0.3629972451479763,Aggressive,0.26703774266253255,0.8778127443526474,0.5721025581378443
246807,117512,157443,78371,786976,16,1,0,0.637919507955609,0.476129121135138,129295,0.3175396159752357,1.3398035945265165,4098.833333333333,50924,19.120318789899567,Aggressive,0.6061409953981206,0.20006073882812184,0.7936687371103737
142796,39855,1251082,8158,6661000,3,2,2,8.761323846606347,0.2791044567074708,102941,0.057130451833384686,31.39084180153055,185027.77777777778,94783,0.04409067707551419,Aggressive,0.07924927871304922,0.1878219486563579,0.33623490854085547
29499,16295,917317,10888,6141495,20,2,0,31.096545645615105,0.5523916064951354,13204,0.3690972575341537,56.29438478060755,25589.5625,2316,0.4254859769486094,Aggressive,0.824598606482884,0.14936379497174548,0.9214888640292891
57711,15539,511157,21583,4224499,3,1,0,8.857184938746514,0.2692554279080245,42172,0.3739841624646948,32.895102644957845,117347.19444444444,20589,0.183924294928227,Aggressive,0.5117850706629992,0.12099825328399888,0.6432395903727193
238090,143272,777836,69497,2899487,14,1,1,3.2669830736276197,0.6017556386240497,94818,0.2918938216640766,5.429085934446368,17258.85119047619,25321,4.026745420827891,Aggressive,0.7329515492838913,0.2682667658106417,0.8936494602881263
27869,21426,464351,1956,7028040,4,0,0,16.66191826043274,0.7688112239405791,6443,0.07018551078258997,21.672314011014656,146417.5,4487,0.013359058855669575,Conservative,0.303585286357287,0.06607119481391682,0.8389967347231692
116412,96831,1717923,23399,8616999,7,2,0,14.757267292031749,0.8317956911658592,19581,0.20100161495378482,17.741456764879015,102583.32142857143,-3818,0.22809750819281746,Growth,1.1949849343751595,0.1993644190976464,1.032797306119644
95271,54064,266687,5555,4401754,19,1,2,2.799246360382488,0.5674759370637444,41207,0.05830735480891352,4.93280186445694,19305.93859649123,35652,0.287735298247017,Aggressive,0.13480719295265367,0.06058652982424734,0.625783291872658
173501,147965,126381,48333,6205525,8,2,2,0.7284165509132512,0.8528192921078265,25536,0.27857476325784863,0.8541276653262596,64640.885416666664,-22797,0.7477156243831102,Growth,1.8927396616541354,0.020365883627896108,1.1313940553656752
74377,58404,850477,8022,1518175,1,0,0,11.434677386826573,0.785242749774796,15973,0.10785592320206515,14.561964933908637,126514.58333333333,7951,0.06340770991486488,Conservative,0.5022225004695423,0.560196946992277,0.8930986729768611
230615,55714,984339,74744,5230397,14,0,1,4.268321661643865,0.24158879517811072,174901,0.32410727836437353,17.667713680582978,31133.315476190477,100157,2.4007722549550254,Aggressive,0.4273503296150394,0.1881958482310234,0.5656960735424842
203274,173707,1383928,34828,8619981,3,0,2,6.808189930832276,0.8545460806596024,29567,0.17133524208703524,7.967024932789122,239443.91666666666,-5261,0.14545368487471144,Conservative,1.1779348598099233,0.16054884575731662,1.0258813227466375
166564,125668,278246,51336,2315167,3,1,0,1.6705050310991572,0.7544727552172138,40896,0.3082058548065608,2.2141356590381003,64310.194444444445,-10440,0.7982560221357682,Conservative,1.255281690140845,0.12018398672752333,1.0626786100237746
188817,164165,993609,52885,8206609,15,1,2,5.2622857052066285,0.8694397220589247,24652,0.2800860092046797,6.052502055858435,45592.27222222222,-28233,1.159955348183397,Aggressive,2.14526204770404,0.12107424637874181,1.1495257312636045
60777,26538,1593593,2409,9713273,17,0,0,26.2203300590684,0.43664544153215856,34239,0.03963670467446567,60.04947622277489,47614.083333333336,31830,0.05059427445311174,Balanced,0.07035836326995532,0.1640634418491069,0.47628214620662424
155858,88069,508863,40974,2776188,10,2,1,3.2649142167870755,0.5650592205725725,67789,0.2628931463255014,5.778003610805164,23134.9,26815,1.7710904304751693,Aggressive,0.6044343477555355,0.18329558372847948,0.8279523668980738
207065,39592,807079,9716,5591590,4,0,0,3.897708449037742,0.19120566005843576,167473,0.04692246396059208,20.38490099009901,116491.45833333333,157757,0.08340525682319341,Balanced,0.058015321872779496,0.14433801476860786,0.23812812401902783
102575,16655,1296125,5495,8937590,15,1,1,12.635876188155008,0.16236899829393128,85920,0.05357055812819888,77.82197538276793,49653.27777777778,80425,0.11066741705538069,Aggressive,0.0639548417132216,0.14501951868456708,0.21593955642213014
167038,134862,1288805,53921,5993309,17,1,1,7.715639555071301,0.8073731725715106,32176,0.32280678647972316,9.556472542302501,29378.96568627451,-21745,1.835360733110874,Aggressive,1.675814271506713,0.21504063948646732,1.1301799590512338
209078,105285,1991418,69027,2085588,12,0,2,9.5247610939458,0.503568046375037,103793,0.3301495135786644,18.91454623165693,14483.25,34766,4.765988296825643,Aggressive,0.6650448488819092,0.9548472660947416,0.8337175599537014
112235,64021,1780348,33093,6854350,3,2,0,15.862680981868401,0.5704192096939458,48214,0.2948545462645342,27.80881273332188,190398.61111111112,15121,0.17380904097398,Aggressive,0.6863774007549674,0.25973987321919656,0.86527375595848
42019,23417,880045,10874,9623856,19,1,2,20.94397772436279,0.557295509174421,18602,0.25878769128251505,37.581457915189816,42209.89473684211,7728,0.2576173209574208,Aggressive,0.5845607999139878,0.09144411553955088,0.8160832004569362
50945,35316,1090793,9308,283062,9,0,0,21.41118853665718,0.693218176464815,15629,0.18270684071057022,30.88665194246234,2620.9444444444443,6321,3.5513915679250485,Aggressive,0.5955595367585897,3.8535479859536075,0.8759250171753852
91617,26896,1975806,8805,629525,16,0,0,21.56593208683978,0.29356997063863693,64721,0.0961066177674449,73.46096073765615,3278.7760416666665,55916,2.6854533179778404,Aggressive,0.1360454875542714,3.1385663794130494,0.3896765884060818
139548,121488,1192991,14500,3799391,5,1,0,8.548965230601656,0.870582165276464,18060,0.10390689941812137,9.81982582641907,63323.183333333334,3560,0.2289840661305983,Growth,0.8028792912513842,0.313995321881849,0.9744890646945854
215710,77215,1914050,14284,8844220,14,0,2,8.873255760048213,0.3579574428631032,138495,0.06621853414306245,24.788577348960693,52644.166666666664,124211,0.27133110664366106,Aggressive,0.10313729737535651,0.21641818046136346,0.42417597700616566
103832,61293,88781,30124,6617963,16,1,1,0.8550446875722321,0.5903093458663996,42539,0.29012250558594654,1.4484688300458453,34468.557291666664,12415,0.8739559287351713,Aggressive,0.708150168081055,0.013415155086240282,0.8804318514523461
191319,131172,1415478,63752,1207677,5,2,1,7.398522885860787,0.6856193059758832,60147,0.3332235690130097,10.791007227152136,20127.95,-3605,3.1673369617869676,Aggressive,1.0599364889354415,1.1720667032658567,1.018842874988893
48049,24069,1418836,3849,3793305,19,1,0,29.528939207891945,0.5009261379008928,23980,0.08010572540531541,58.94868918525905,16637.302631578947,20131,0.23134759793900042,Aggressive,0.16050875729774813,0.3740368886762335,0.5810318633062083
66975,19540,1599228,5611,1200567,16,2,1,23.8779843225084,0.2917506532288167,47435,0.08377752892870474,81.84380757420675,6252.953125,41824,0.8973360087358723,Aggressive,0.1182881838305049,1.3320606013658547,0.3755281821575215
119704,59115,1411727,23687,821747,12,1,2,11.79348225623204,0.4938431464278554,60589,0.19787977009957897,23.88102850376385,5706.576388888889,36902,4.150825010617623,Aggressive,0.3909455511726551,1.7179582036806949,0.6917229165274343
191267,101680,1062576,71588,1504330,5,2,0,5.555459122587796,0.5316128762410661,89587,0.3742830702630354,10.450196695515343,25072.166666666668,17999,2.8552777648521266,Aggressive,0.7990891535602264,0.7063450173831539,0.9058959465041015
63304,56247,341593,18450,2155723,13,2,1,5.396072917983066,0.8885220523189687,7057,0.2914507772020725,6.073088342489378,13818.73717948718,-11393,1.3351437081665873,Aggressive,2.6144253932265835,0.15845867024659477,1.1799728295210414
168233,107532,889090,28350,3863024,8,0,1,5.2848727657475045,0.6391849399344957,60701,0.16851628396331278,8.268143436372428,40239.833333333336,32351,0.7045257808390525,Growth,0.46704337655063344,0.23015388980239315,0.8077012238978084
171377,85353,1266445,66953,2697480,7,1,0,7.3898189371969405,0.4980423277335932,86024,0.3906766952391511,14.837732710039482,32112.85714285714,19071,2.084928155167045,Aggressive,0.7783060541244304,0.4694918961401011,0.8887190229727443
63513,36092,545626,1412,631831,4,0,0,8.590776691386015,0.5682616157322123,27421,0.02223166910711193,15.117643799179874,13163.145833333334,26009,0.1072691906538299,Balanced,0.051493380985376175,0.8635631996530718,0.5904932848393243
245156,54425,573044,19888,9179703,3,0,2,2.337466755861574,0.22200150108502342,190731,0.08112385583057319,10.529058337161231,254991.75,170843,0.07799468022004634,Balanced,0.10427250945048262,0.06242511331793632,0.3031253569155966
110999,27955,1882849,6104,4222263,5,0,2,16.96275642122902,0.2518491157577996,83044,0.054991486409787474,67.35285279914147,70371.05,76940,0.08674021490371395,Aggressive,0.07350320312123694,0.4459336142727253,0.3068406021675871
96180,53286,647144,3914,6806024,17,0,1,6.728467456851736,0.5540237055520898,42894,0.040694531087544186,12.144728446496265,33362.86274509804,38980,0.11731607176230938,Growth,0.09124819322049704,0.09508400205465041,0.594718236639634
197627,141800,978021,67234,6586460,9,2,0,4.948822782312133,0.7175132952481189,55827,0.34020655072434436,6.897186177715092,60985.74074074074,-11407,1.1024544292381644,Aggressive,1.2043276550772923,0.14848962872316843,1.0577198459724633
191342,69163,1534429,52934,6063135,20,2,1,8.019300519488665,0.3614627212007818,122179,0.2766460055816287,22.18569177161199,25263.0625,69245,2.0953120786523804,Aggressive,0.4332495764411233,0.25307518305299154,0.6381087267824106
30486,18335,883332,8266,3872811,20,2,0,28.97500492029128,0.6014236042773732,12151,0.27114085153841105,48.17736569402781,16136.7125,3885,0.5122480802703773,Aggressive,0.6802732285408608,0.22808549139113682,0.8725644558157843
143324,70566,207775,28192,887494,13,0,1,1.4496874215065167,0.49235299042728364,72758,0.1967011805419888,2.944406654762917,5689.0641025641025,44566,4.955472375024507,Aggressive,0.3874762912669397,0.23411425880062287,0.6890541709692725
46689,21174,1409181,5729,633636,3,2,0,30.1822913320054,0.4535115337659834,25515,0.12270556233802395,66.55242278265797,17601.0,19786,0.32549286972331115,Aggressive,0.22453458749755045,2.223959812889419,0.5762170961040074
127634,99930,1589665,38614,2376360,10,1,0,12.454870959148817,0.7829418493504865,27704,0.302536941567294,15.90778544981487,19803.0,-10910,1.9499065798111397,Aggressive,1.3938059485994803,0.6689495699304819,1.0854787909177805
233124,185333,535830,22677,7617836,8,1,0,2.298476347351624,0.794997512053671,47791,0.09727441190096257,2.891174264701915,79352.45833333333,25114,0.2857756454720212,Balanced,0.4745035676173338,0.07033887313930098,0.8922719239546336
118105,98858,815497,18924,7003836,5,1,2,6.904847381567249,0.8370348418779899,19247,0.1602303035434571,8.249175585182787,116730.6,323,0.1621168742386315,Growth,0.983218163869694,0.11643576462955443,0.9972651454214471
53295,23807,1494140,18749,1386643,17,2,2,28.035275354160802,0.4467023172905526,29488,0.3517966038089877,62.76053261645735,6797.269607843137,10739,2.758313423137751,Aggressive,0.6358179598480738,1.0775231981122755,0.7984989210995403
193152,142396,1936275,36909,5039003,19,0,1,10.02461791749503,0.7372224983432737,50756,0.19108784791252484,13.597818758953903,22100.890350877195,13847,1.6700232168942943,Aggressive,0.7271849633540862,0.3842575604737683,0.9283103462557986
51790,35289,458345,16485,1979490,13,0,1,8.850067580614018,0.6813863680247152,16501,0.31830469202548756,12.988324973787867,12689.038461538461,16,1.299152812087962,Aggressive,0.9990303617962548,0.2315470146350828,0.9996910600502027
165507,13709,658249,31355,7102587,8,0,2,3.9771671288827664,0.08283033346021619,151798,0.18944818043949802,48.0158290174338,73985.28125,120443,0.4238005109969086,Aggressive,0.20655739864820352,0.09267735826396777,0.2722785138997142
198416,52918,1897232,40298,5844588,17,0,0,9.561890170147569,0.2667022820740263,145498,0.20309854044028708,35.85229978457236,28649.941176470587,105200,1.406564842551776,Aggressive,0.27696600640558633,0.32461347147138514,0.4698008225143134
128333,77641,1881403,46740,4948287,13,0,2,14.660321195639469,0.6049963766139652,50692,0.3642087382045148,24.23208098813771,31719.78846153846,3952,1.473528111849616,Aggressive,0.9220389805097451,0.38021299087947,0.96920511481848
153148,30559,1544837,28860,3438442,5,2,2,10.087216287512733,0.19953900801838745,122589,0.1884451641549351,50.552603161098205,57307.36666666667,93729,0.5036001770569345,Aggressive,0.23542079631940876,0.4492840071171769,0.38798417217332254
38843,21704,648353,7190,2214792,17,1,2,16.69163040959761,0.5587621965347682,17139,0.185104137167572,29.872511979358645,10856.823529411764,9949,0.6622563202323288,Aggressive,0.4195110566544139,0.2927376475985104,0.7438663337023402
77638,62736,511108,12829,9905685,3,2,0,6.583219557433216,0.8080579097864448,14902,0.16524124784255131,8.14696505993369,275157.9166666667,2073,0.04662413553429167,Growth,0.8608911555495906,0.05159744126731266,0.9732991576289961
163186,88859,896089,11975,5628983,8,1,1,5.49121248146287,0.5445258784454549,74327,0.07338252055936172,10.084392126852654,58635.239583333336,62352,0.20422872124502772,Aggressive,0.161112381772438,0.15919198903247708,0.6179083990048166
127023,94665,1688651,32921,1444027,5,0,2,13.294056981806445,0.7452587326704613,32358,0.2591735355014446,17.83817672846353,24067.116666666665,-563,1.3678830104977262,Growth,1.0173990975956486,1.1694040346891021,1.0044322681719058
203677,131790,1950624,39088,4110912,20,0,0,9.577046009122286,0.6470539137948811,71887,0.1919117033342007,14.801001593444116,17128.8,32799,2.2820045770865445,Aggressive,0.5437422621614478,0.4744990892531876,0.8389656171290818
52532,44349,132402,20708,2596081,19,0,2,2.5204066093048048,0.8442282799055814,8183,0.3941978222797533,2.9854562673341,11386.320175438597,-12525,1.818673608412064,Conservative,2.5306122448979593,0.05100071993131185,1.2384261021853347
231744,139473,993049,85791,7236029,18,2,0,4.2851120201601764,0.6018408243579122,92271,0.3701972866611433,7.120008890609652,33500.13425925926,6480,2.5609151096547564,Aggressive,0.9297720844035504,0.1372367357842264,0.9720381110190555
193964,11015,1120389,28712,4012942,17,2,0,5.776272916623704,0.05678888865975129,182949,0.14802746901486874,101.71484339536995,19671.28431372549,154237,1.459589498178643,Aggressive,0.15693991221597275,0.27919391807805843,0.20481635767462003
48833,14158,1776616,7970,9871802,17,0,0,36.38146335469867,0.2899268936989331,34675,0.16320930518297053,125.48495550218958,48391.186274509804,26705,0.16469941354172216,Growth,0.22984859408795963,0.17996876355502267,0.45313619888190365
43017,20344,1164146,9702,8489012,16,2,1,27.062463677150895,0.4729293070181556,22673,0.22553874049794267,57.22306331104994,44213.604166666664,12971,0.21943472338123685,Aggressive,0.4279098487187403,0.1371356289754332,0.6984680475160983
37763,28384,725460,10860,2432517,3,0,2,19.210867780631837,0.7516351984746975,9379,0.2875830839710828,25.558765501691095,67569.91666666667,-1481,0.16072241221746855,Conservative,1.1579059601236805,0.2982342980542376,1.0392182824457803
48524,13636,1855924,5809,8651881,19,0,0,38.24754760530871,0.2810155799192152,34888,0.11971395598054571,136.10472279260782,37946.84649122807,29079,0.15308254933233595,Growth,0.16650424214629672,0.21451104100946372,0.40072953589976096
212469,131288,1097341,35816,4077266,13,0,1,5.164711087264495,0.6179160253966461,81181,0.16857047381029702,8.35827341417342,26136.32051282051,45365,1.3703535653548236,Aggressive,0.4411869772483709,0.26913647527534384,0.7864864992069431
226152,47744,710903,37187,1286887,7,1,1,3.14347430047048,0.21111464855495418,178408,0.16443365524072306,14.889891923592494,15320.083333333334,141221,2.4273366659232707,Aggressive,0.20843796242320972,0.5524206865093827,0.3755483037956772
214089,71877,1494917,50922,2815514,18,0,1,6.982689442241311,0.33573420399927134,142212,0.2378543502935695,20.798266483019603,13034.787037037036,91290,3.90662308907006,Aggressive,0.3580710488566366,0.5309570472744941,0.5735885542928408
98963,34285,1358346,23928,5265679,15,2,2,13.725796509806695,0.3464426098642927,64678,0.24178733466042865,39.619250401050024,29253.772222222222,40750,0.8179457957843613,Aggressive,0.3699557809456075,0.25796217353925294,0.5882299445247213
26252,16996,874141,5673,1634026,19,2,1,33.298072527807406,0.6474173396312662,9256,0.216097821118391,51.432160508354904,7166.7807017543855,3583,0.7915688000068543,Aggressive,0.6128997407087294,0.5349615000006119,0.8635151607496572
90215,16949,773185,9017,7053757,15,2,2,8.570470542592695,0.18787341351216538,73266,0.09995011915978495,45.61832556493008,39187.53888888889,64249,0.23009865522727815,Aggressive,0.12307209346763846,0.10961321746694705,0.2878235326719503
217958,85745,486467,54413,7365760,15,1,2,2.2319300048633224,0.39340148101927896,132213,0.24964901494783398,5.673415359496181,40920.88888888889,77800,1.3297120731601355,Aggressive,0.4115555958945036,0.06604437288209228,0.643050495967113
208401,53088,1306516,40811,3563351,17,1,0,6.269240550669143,0.2547396605582507,155313,0.19582919467756874,24.610382760699217,17467.406862745098,114502,2.336408622108796,Aggressive,0.2627661560848094,0.3666537481151871,0.4505688552358194
44963,32355,660199,5164,1949396,2,0,1,14.683161710739942,0.7195916642572782,12608,0.11484998776772012,20.40485241848246,81224.83333333333,7444,0.06357661552603987,Conservative,0.4095812182741117,0.338668490137458,0.8344416520249983
192658,153087,1103578,7254,8101482,16,0,2,5.728171163408734,0.794604947627402,39571,0.03765221272929232,7.208828966535369,42195.21875,32317,0.1719152125500001,Conservative,0.18331606479492557,0.1362192744487984,0.8322571603566943
239879,111570,436650,70724,2050367,18,0,1,1.8202927309185049,0.4651094927025709,128309,0.2948319777888019,3.913686474858833,9492.439814814816,57585,7.45056080204178,Aggressive,0.551200617259896,0.21296187463024913,0.7599414704913727
167386,67108,1539297,37668,2482357,6,0,0,9.196091668359362,0.40091763946805586,100278,0.22503674142401395,22.93760803480956,34477.180555555555,62610,1.0925487349321632,Aggressive,0.37563573266319633,0.620094933967999,0.6259543808920698
129680,26907,1208425,28693,4346049,17,1,1,9.318514805675509,0.20748766193707588,102773,0.22126002467612585,44.91117553053109,21304.16176470588,74080,1.3468260482106853,Aggressive,0.27918811360960566,0.27805139794788325,0.42874768661320173
137428,91818,1082200,24321,3006158,15,1,2,7.874668917542277,0.6681171231481212,45610,0.1769726693250284,11.786359972990045,16700.87777777778,21289,1.4562707615501247,Aggressive,0.5332383249287437,0.3599943848593454,0.8450897924731495
175334,128831,193868,5432,4882883,1,0,2,1.1057068224075193,0.7347747727194953,46503,0.030980870795168078,1.5048241494671313,406906.9166666667,41071,0.013349490454717018,Conservative,0.11680966819344989,0.039703593143640754,0.7657556435146634
75428,32195,1577438,1302,9406167,14,1,2,20.913162220925916,0.42683088508246275,43233,0.017261494405260647,48.99636589532536,55989.08928571428,41931,0.023254530777520748,Aggressive,0.030115883699951426,0.16770252962763685,0.4440923794877234
92661,54247,1303697,17748,6658221,19,2,2,14.069533028998176,0.5854350805624804,38414,0.19153689254378864,24.03261009825428,29202.723684210527,20666,0.6077515300258132,Aggressive,0.4620190555526631,0.19580260252701134,0.7769719731062691
43030,27302,1929725,7506,3808654,13,1,1,44.84603764815245,0.6344875668138508,15728,0.17443643969323727,70.68071936121896,24414.44871794872,8222,0.30744089644268024,Aggressive,0.4772380467955239,0.506668497584711,0.8089240065070881
113869,44674,1225502,9152,9910404,10,2,0,10.762384845743794,0.39232802606503964,69195,0.08037306027101318,27.432108161346644,82586.7,60043,0.1108168748721041,Aggressive,0.13226389189970372,0.12365812735787562,0.47270108633605284
75448,39926,1458021,25025,870173,12,0,0,19.32484625172304,0.5291856642985897,35522,0.3316853992153536,36.51808345439062,6042.868055555556,10497,4.141245476474218,Aggressive,0.7044929902595575,1.6755530222151227,0.8608710635139434
159668,119779,1457960,43563,567010,9,0,1,9.131197234261093,0.7501753638800511,39889,0.27283488238094045,12.172083587273228,5250.092592592592,-3674,8.29756794412797,Growth,1.0921055930206323,2.571312675261459,1.0230102462609916
51734,16371,36069,15369,2668103,17,2,1,0.6972010669965594,0.3164456643599954,35363,0.2970773572505509,2.203225215319773,13078.936274509804,19994,1.1750955641517586,Aggressive,0.4346067924101462,0.01351859354755045,0.6135230216105463
125776,70004,1252629,20123,6052793,2,2,2,9.959205253784505,0.5565767714031293,55772,0.15999077725480218,17.89367750414262,252199.70833333334,35649,0.07978994160216614,Aggressive,0.36080829089865885,0.20695057637028064,0.7165675486579316
42260,24277,1324532,12640,1044789,6,1,2,31.342451490771413,0.5744675816374822,17983,0.29910080454330334,54.55913004077934,14510.958333333334,5343,0.8710658324312373,Aggressive,0.702886059055775,1.2677507133019204,0.8735683861807856
97303,37139,1004653,11589,6536446,9,2,2,10.324995118341675,0.38168401796450263,60164,0.11910218595521208,27.051159158835727,60522.648148148146,48575,0.19148203779240278,Aggressive,0.19262349577820623,0.15370019120482292,0.5007862039197147
